expedition_id,peak_name,year,season,basecamp_date,highpoint_date,termination_date,termination_reason,highpoint_metres,members,member_deaths,hired_staff,hired_staff_deaths,oxygen_used,trekking_agency
EVER92313,Everest,1992,Autumn,1992-08-27,1992-10-09,1992-10-11,Success (main peak),8850,27,0,17,1,TRUE,Everest Trekking
EVER92303,Everest,1992,Autumn,1992-08-23,1992-09-25,1992-10-04,Success (main peak),8850,10,0,7,0,TRUE,Kunga
EVER92312,Everest,1992,Autumn,1992-09-19,1992-10-19,1992-10-23,"Bad weather (storms, high winds)",8750,16,0,0,0,TRUE,Mustang
EVER92402,Everest,1992,Winter,1992-12-18,1993-02-03,1993-02-07,Lack of time,7750,1,0,4,1,FALSE,Mandala Trekking
EVER92401,Everest,1992,Winter,1992-11-16,1992-12-19,1992-12-25,"Bad conditions (deep snow, avalanching, falling ice, or rock)",7900,19,0,22,0,TRUE,Asian Trekking
EVER93117,Everest,1993,Spring,1993-04-15,1993-05-16,1993-05-20,Success (main peak),8850,9,0,6,0,TRUE,Kunga
EVER93114,Everest,1993,Spring,1993-04-03,1993-05-10,NA,Success (main peak),8850,10,0,0,0,TRUE,Kailash Journeys Treks
EVER93115,Everest,1993,Spring,1993-04-06,1993-05-10,NA,Success (main peak),8850,17,0,14,0,TRUE,NA
EVER93118,Everest,1993,Spring,1993-04-21,1993-05-23,1993-05-24,"Bad weather (storms, high winds)",7700,8,0,3,0,TRUE,Great Escapes Trekking
EVER93116,Everest,1993,Spring,1993-04-08,1993-05-10,1993-05-17,Success (main peak),8850,1,0,0,0,TRUE,Thamserku Trekking
EVER93103,Everest,1993,Spring,1993-03-20,1993-05-16,1993-05-21,Success (main peak),8850,9,0,6,0,TRUE,Asian Trekking
EVER93113,Everest,1993,Spring,1993-04-02,1993-05-27,1993-06-01,Success (main peak),8850,16,0,3,0,TRUE,Nepal Trek House
EVER93111,Everest,1993,Spring,1993-03-30,1993-04-22,NA,Success (main peak),8850,4,1,6,1,TRUE,Thamserku Trekking
EVER93307,Everest,1993,Autumn,1993-08-30,1993-10-09,1993-10-18,Success (main peak),8850,23,1,4,0,TRUE,Asian Trekking
EVER93302,Everest,1993,Autumn,1993-08-22,1993-10-06,1993-10-12,Success (main peak),8850,11,0,3,0,TRUE,Himalayan Explorers
EVER93309,Everest,1993,Autumn,1993-09-01,1993-09-11,1993-09-13,"Bad conditions (deep snow, avalanching, falling ice, or rock)",7000,7,0,3,0,FALSE,Kunga
EVER93308,Everest,1993,Autumn,1993-08-30,1993-09-18,1993-10-14,"Bad weather (storms, high winds)",8000,9,0,4,0,FALSE,Kunga
EVER93303,Everest,1993,Autumn,1993-08-23,1993-10-07,1993-10-09,Success (main peak),8850,8,1,7,0,TRUE,Asian Trekking
EVER95112,Everest,1995,Spring,1995-04-13,1995-05-15,NA,Success (main peak),8850,12,0,9,0,TRUE,Wilderness Experience
EVER95101,Everest,1995,Spring,1995-03-21,1995-05-07,1995-05-11,Success (main peak),8850,12,0,8,0,TRUE,Wilderness Experience
EVER95109,Everest,1995,Spring,1995-04-10,1995-05-12,NA,"Bad conditions (deep snow, avalanching, falling ice, or rock)",8500,11,0,15,1,TRUE,Asian Trekking
EVER95114,Everest,1995,Spring,NA,1995-05-14,NA,Success (main peak),8850,19,0,12,0,TRUE,Asian Trekking
EVER95104,Everest,1995,Spring,1995-03-24,1995-05-14,NA,Success (main peak),8850,20,0,14,0,TRUE,Peak Promotion
EVER95102,Everest,1995,Spring,1995-03-22,1995-05-11,NA,Success (main peak),8850,14,0,23,0,TRUE,Rolwaling Treks
EVER95105,Everest,1995,Spring,1995-03-31,1995-05-12,NA,Success (main peak),8850,6,0,0,0,TRUE,Thamserku Trekking
EVER95110,Everest,1995,Spring,1995-04-11,1995-05-14,1995-05-22,Success (main peak),8850,10,0,3,0,TRUE,Asian Trekking
EVER95111,Everest,1995,Spring,1995-04-10,1995-05-14,1995-05-27,Success (main peak),8850,8,0,2,0,TRUE,Asian Trekking
EVER95107,Everest,1995,Spring,1995-04-07,1995-05-16,NA,Success (main peak),8850,12,0,4,0,TRUE,Asian Trekking
EVER95108,Everest,1995,Spring,1995-04-09,1995-05-17,NA,Success (main peak),8850,14,0,6,0,TRUE,Asian Trekking
EVER95103,Everest,1995,Spring,1995-03-23,1995-05-12,NA,Success (main peak),8850,13,0,7,0,TRUE,Surya Travel
EVER95106,Everest,1995,Spring,1995-04-04,1995-05-11,NA,Success (main peak),8850,23,0,2,0,TRUE,Asian Trekking
EVER95113,Everest,1995,Spring,1995-04-15,1995-05-12,NA,Success (main peak),8850,12,0,4,0,TRUE,Asian Trekking
EVER94312,Everest,1994,Autumn,1994-08-27,1994-10-10,NA,Success (main peak),8850,2,0,14,0,TRUE,Trans Himalayan Trekking (THT)
EVER94302,Everest,1994,Autumn,1994-08-22,1994-10-11,NA,Success (main peak),8850,8,0,6,0,TRUE,Thamserku Trekking
EVER94303,Everest,1994,Autumn,1994-08-23,1994-09-07,NA,Accident (death or serious injury),7060,20,0,11,1,FALSE,Rolwaling Excursion
EVER94307,Everest,1994,Autumn,1994-09-03,1994-09-04,NA,"Bad conditions (deep snow, avalanching, falling ice, or rock)",7500,8,0,6,0,FALSE,Thamserku Trekking
EVER94305,Everest,1994,Autumn,1994-08-30,1994-09-10,1994-09-29,"Bad weather (storms, high winds)",7300,10,0,0,0,FALSE,In Wilderness (Kunga)
EVER94310,Everest,1994,Autumn,1994-09-15,1994-10-06,1994-10-09,"Route technically too difficult, lack of experience, strength, or motivation",7900,6,0,4,0,TRUE,Kailash Journeys Treks
EVER94308,Everest,1994,Autumn,1994-09-04,1994-09-25,1994-10-07,"Bad weather (storms, high winds)",8300,5,0,3,0,FALSE,Ama Dablam Trekking
EVER94304,Everest,1994,Autumn,1994-08-29,1994-10-11,1994-10-15,"Bad weather (storms, high winds)",8300,12,0,0,0,TRUE,Everest Trekking
EVER94311,Everest,1994,Autumn,1994-09-24,1994-10-11,NA,"Bad weather (storms, high winds)",8300,4,0,2,0,TRUE,Thamserku Trekking
EVER94306,Everest,1994,Autumn,1994-09-02,1994-10-11,1994-10-12,"Bad weather (storms, high winds)",7900,9,0,10,0,TRUE,Thamserku Trekking
EVER94309,Everest,1994,Autumn,1994-09-11,1994-09-28,1994-10-13,"Bad weather (storms, high winds)",8200,12,0,4,0,FALSE,Asian Trekking
EVER94301,Everest,1994,Autumn,1994-08-18,1994-10-19,NA,"Bad weather (storms, high winds)",8300,8,0,4,0,TRUE,Above the Clouds
EVER94201,Everest,1994,Summer,1994-06-12,1994-07-23,NA,"Bad conditions (deep snow, avalanching, falling ice, or rock)",8200,8,0,5,0,TRUE,NA
EVER94101,Everest,1994,Spring,1994-03-08,1994-05-25,1994-05-29,"Illness, AMS, exhaustion, or frostbite",8685,9,0,4,0,TRUE,Great Escapes Trekking
EVER94110,Everest,1994,Spring,1994-04-01,1994-05-19,1994-05-21,Lack of time,8650,6,0,2,0,TRUE,In Wilderness (Kunga)
EVER94109,Everest,1994,Spring,1994-03-30,1994-05-13,NA,Accident (death or serious injury),8400,16,1,4,1,TRUE,In Wilderness (Kunga)
EVER94111,Everest,1994,Spring,1994-04-03,1994-04-27,NA,"Bad weather (storms, high winds)",7600,3,0,3,0,TRUE,Great Escapes Trekking
EVER94105,Everest,1994,Spring,1994-03-26,1994-05-05,1994-05-09,"Bad conditions (deep snow, avalanching, falling ice, or rock)",7375,6,0,4,0,FALSE,Peak Promotion
EVER94113,Everest,1994,Spring,1994-04-11,1994-05-28,1994-06-02,"Route technically too difficult, lack of experience, strength, or motivation",8300,10,0,5,0,FALSE,Asian Trekking
EVER94103,Everest,1994,Spring,1994-03-16,1994-05-19,NA,Success (main peak),8850,24,1,12,0,TRUE,Great Escapes Trekking
EVER94106,Everest,1994,Spring,1994-03-26,1994-05-08,1994-05-15,Success (main peak),8850,13,1,4,0,TRUE,Peak Promotion
EVER94112,Everest,1994,Spring,1994-04-10,1994-05-14,NA,"Illness, AMS, exhaustion, or frostbite",8430,11,0,3,0,TRUE,Asian Trekking
EVER93202,Everest,1993,Summer,1993-07-08,1993-09-13,1993-09-16,"Bad conditions (deep snow, avalanching, falling ice, or rock)",8400,7,0,1,0,FALSE,Khumbi-ila Mt. & Trekking
EVER93301,Everest,1993,Autumn,1993-08-10,1993-09-21,1993-10-06,"Bad weather (storms, high winds)",8200,9,0,5,0,TRUE,None
EVER93201,Everest,1993,Summer,1993-07-06,1993-09-03,1993-09-04,"Bad conditions (deep snow, avalanching, falling ice, or rock)",7000,2,0,0,0,FALSE,Mountain Travel
EVER93304,Everest,1993,Autumn,1993-08-24,1993-10-13,1993-10-17,"Bad weather (storms, high winds)",7800,2,0,1,0,FALSE,Nepal Himal
EVER93305,Everest,1993,Autumn,1993-08-25,1993-10-07,NA,Success (main peak),8850,14,0,14,0,TRUE,Amtrek
EVER93306,Everest,1993,Autumn,1993-08-27,1993-10-06,NA,Success (main peak),8850,9,0,12,0,TRUE,Pabil Treks
EVER94107,Everest,1994,Spring,1994-03-28,1994-05-08,1994-05-17,Success (main peak),8850,10,0,25,0,TRUE,Himalayan Journeys
EVER94108,Everest,1994,Spring,1994-03-29,1994-05-09,1994-05-15,Success (main peak),8850,6,0,5,0,TRUE,Himalayan Treks (Him Treks)
EVER94102,Everest,1994,Spring,1994-03-15,1994-05-13,NA,Success (main peak),8850,13,0,12,0,TRUE,Main Excursions
EVER94104,Everest,1994,Spring,1994-03-16,1994-05-09,NA,Success (main peak),8850,9,0,7,0,TRUE,Wilderness Experience
EVER93108,Everest,1993,Spring,1993-03-27,1993-05-10,NA,Success (main peak),8850,14,0,11,0,TRUE,Mountain Travel
EVER93106,Everest,1993,Spring,1993-03-23,1993-05-08,1993-05-11,"Bad conditions (deep snow, avalanching, falling ice, or rock)",8600,13,0,9,0,TRUE,Universal Trekking Network
EVER93119,Everest,1993,Spring,1993-03-29,1993-04-13,1993-04-19,Success (main peak),8850,5,0,1,0,TRUE,None
EVER93109,Everest,1993,Spring,1993-03-27,1993-05-10,1993-05-22,Success (main peak),8850,21,0,31,0,TRUE,Amtrek
EVER93102,Everest,1993,Spring,1993-03-08,1993-05-05,NA,Success (main peak),8850,16,0,14,0,TRUE,NA
EVER93104,Everest,1993,Spring,1993-03-20,1993-05-16,NA,Success (main peak),8850,7,2,14,0,TRUE,Himalaya Expeditions
EVER93107,Everest,1993,Spring,1993-03-24,1993-05-10,1993-05-18,Success (main peak),8850,11,0,9,0,TRUE,Asian Trekking
EVER93110,Everest,1993,Spring,1993-03-27,1993-05-10,1993-05-17,Success (main peak),8850,8,1,1,0,TRUE,Sherpa Trekking Service (STS)
EVER93112,Everest,1993,Spring,1993-04-01,1993-05-10,1993-05-16,Success (main peak),8850,11,0,9,0,TRUE,Wilderness Experience
EVER93101,Everest,1993,Spring,1993-03-05,1993-05-16,NA,Success (main peak),8850,4,0,0,0,TRUE,Asian Trekking
EVER93105,Everest,1993,Spring,1993-03-27,1993-05-10,1993-05-20,Success (main peak),8850,25,0,22,0,TRUE,Asian Trekking
EVER83301,Everest,1983,Autumn,1983-08-12,1983-09-16,1983-10-12,"Bad conditions (deep snow, avalanching, falling ice, or rock)",7400,12,0,0,0,FALSE,NA
EVER95305,Everest,1995,Autumn,1995-09-02,1995-10-14,NA,Success (main peak),8850,8,0,6,1,TRUE,Windhorse Trekking
EVER95306,Everest,1995,Autumn,1995-09-02,1995-10-14,NA,Success (main peak),8850,9,0,9,1,TRUE,Windhorse Trekking
EVER95301,Everest,1995,Autumn,1995-08-09,1995-10-09,NA,Lack (or loss) of supplies or equipment,8750,6,0,5,0,TRUE,Himalayan Journeys
EVER95304,Everest,1995,Autumn,1995-09-01,1995-10-09,NA,"Illness, AMS, exhaustion, or frostbite",8750,11,0,3,0,TRUE,Windhorse Trekking
EVER95302,Everest,1995,Autumn,1995-08-12,1995-10-11,NA,"Bad weather (storms, high winds)",8500,8,1,0,0,FALSE,In Wilderness (Kunga)
EVER84105,Everest,1984,Spring,1984-03-19,1984-04-19,1984-05-15,"Illness, AMS, exhaustion, or frostbite",7700,9,0,0,0,TRUE,NA
EVER84104,Everest,1984,Spring,1984-03-18,1984-04-02,1984-04-03,Accident (death or serious injury),6860,14,1,0,0,FALSE,NA
EVER84303,Everest,1984,Autumn,1984-08-20,1984-10-20,1984-10-22,Success (main peak),8850,12,0,0,0,TRUE,NA
EVER85104,Everest,1985,Spring,1985-03-20,1985-05-09,1985-05-26,Accident (death or serious injury),7600,4,1,0,0,FALSE,NA
EVER85202,Everest,1985,Summer,NA,1985-08-10,NA,"Bad conditions (deep snow, avalanching, falling ice, or rock)",8200,2,0,0,0,FALSE,NA
EVER87202,Everest,1987,Summer,NA,NA,NA,Other,7000,1,0,2,0,FALSE,None
EVER95303,Everest,1995,Autumn,1995-08-20,1995-10-14,1995-10-23,Success (main peak),8850,7,0,14,0,TRUE,Windhorse Trekking
EVER95203,Everest,1995,Summer,1995-08-10,1995-08-22,1995-09-09,"Bad conditions (deep snow, avalanching, falling ice, or rock)",7500,1,0,2,0,FALSE,Peak Promotion
EVER95202,Everest,1995,Summer,1995-08-03,1995-08-27,NA,"Bad conditions (deep snow, avalanching, falling ice, or rock)",7500,7,0,0,0,FALSE,Thamserku Trekking
EVER95201,Everest,1995,Summer,1995-06-23,1995-09-05,1995-09-15,"Bad conditions (deep snow, avalanching, falling ice, or rock)",8000,3,0,0,0,FALSE,Himalayan High Treks
EVER83103,Everest,1983,Spring,1983-03-21,1983-05-07,1983-05-15,"Illness, AMS, exhaustion, or frostbite",8000,17,0,0,0,FALSE,NA
EVER83101,Everest,1983,Spring,1983-03-24,1983-05-19,1983-05-24,"Bad weather (storms, high winds)",8350,12,0,0,0,TRUE,NA
EVER83304,Everest,1983,Autumn,1983-08-26,1983-10-08,1983-10-17,Success (main peak),8850,17,0,6,0,TRUE,NA
EVER83302,Everest,1983,Autumn,1983-08-12,1983-10-10,1983-10-15,"Bad weather (storms, high winds)",8400,12,0,8,0,TRUE,NA
EVER88311,Everest,1988,Autumn,1988-09-16,1988-10-24,1988-10-25,"Illness, AMS, exhaustion, or frostbite",8450,2,0,0,0,TRUE,NA
EVER89203,Everest,1989,Summer,1989-06-19,1989-08-27,NA,"Bad conditions (deep snow, avalanching, falling ice, or rock)",8530,16,0,4,0,TRUE,Unknown
EVER82102,Everest,1982,Spring,1982-03-21,1982-05-18,1982-05-24,Accident (death or serious injury),8400,17,1,0,0,FALSE,NA
EVER82101,Everest,1982,Spring,1982-03-26,1982-05-04,1982-05-15,Success (main peak),8850,27,0,15,0,TRUE,NA
EVER96115,Everest,1996,Spring,1996-04-09,1996-05-10,NA,Success (main peak),8850,13,4,9,0,TRUE,Wilderness Experience
EVER96113,Everest,1996,Spring,1996-04-07,1996-05-10,1996-05-16,Success (main peak),8850,12,1,10,1,TRUE,Wilderness Experience
EVER96101,Everest,1996,Spring,1996-04-01,1996-05-10,1996-05-20,Success (main peak),8850,5,1,7,0,TRUE,Peak Promotion
EVER96111,Everest,1996,Spring,1996-04-06,1996-05-23,1996-05-27,Success (main peak),8850,1,0,2,0,TRUE,Sherpa Cooperative Trekking (SCT)
EVER96119,Everest,1996,Spring,1996-04-11,1996-05-23,1996-05-27,Success (main peak),8850,2,0,2,0,FALSE,Peak Promotion
EVER96108,Everest,1996,Spring,1996-04-05,1996-05-25,1996-05-30,Success (main peak),8850,13,1,5,0,TRUE,Sherpa Cooperative Trekking (SCT)
EVER96103,Everest,1996,Spring,1996-04-02,1996-05-22,1996-05-26,"Route technically too difficult, lack of experience, strength, or motivation",8600,11,0,8,0,TRUE,Arun Treks
EVER96104,Everest,1996,Spring,1996-04-03,1996-05-23,1996-05-28,Success (main peak),8850,13,0,18,0,TRUE,Peak Promotion
EVER96102,Everest,1996,Spring,1996-04-01,1996-04-26,1996-04-28,Other,7800,1,0,4,0,FALSE,Tamang Crossland Trekking
EVER96106,Everest,1996,Spring,1996-04-04,1996-05-09,1996-05-13,"Route technically too difficult, lack of experience, strength, or motivation",8800,7,0,10,0,TRUE,Mountain Travel
EVER96123,Everest,1996,Spring,1996-04-15,1996-05-11,1996-05-26,"Bad weather (storms, high winds)",7900,8,0,11,0,TRUE,Sherpa Shangri-La Trekking
EVER96116,Everest,1996,Spring,1996-04-09,1996-05-10,1996-05-23,"Bad weather (storms, high winds)",7900,10,0,8,0,TRUE,Asian Trekking
EVER96105,Everest,1996,Spring,1996-04-03,1996-05-23,1996-05-27,Success (main peak),8850,2,0,0,0,FALSE,Peak Promotion
EVER96128,Everest,1996,Spring,1996-05-03,NA,NA,Other,7900,17,0,1,0,FALSE,Nepal Mountaineering Assoc
EVER96120,Everest,1996,Spring,1996-04-13,1996-05-17,1996-05-27,Success (main peak),8850,6,0,7,0,TRUE,Cosmo Treks
EVER96130,Everest,1996,Spring,1996-05-17,1996-05-24,NA,Success (main peak),8850,4,0,4,0,FALSE,Thamserku Trekking
EVER96109,Everest,1996,Spring,1996-04-05,1996-05-20,1996-05-29,Success (main peak),8850,14,0,0,0,TRUE,Asian Trekking
EVER96118,Everest,1996,Spring,1996-04-10,1996-05-19,1996-05-26,Success (main peak),8850,11,0,9,0,TRUE,Amtrek
EVER96114,Everest,1996,Spring,1996-04-07,1996-05-17,1996-05-21,Success (main peak),8850,8,0,3,0,TRUE,Rolwaling Treks
EVER96124,Everest,1996,Spring,1996-04-17,1996-05-01,1996-05-14,"Bad weather (storms, high winds)",8000,5,0,2,0,FALSE,Thamserku Trekking
EVER96125,Everest,1996,Spring,1996-04-17,1996-05-18,1996-05-21,"Route technically too difficult, lack of experience, strength, or motivation",8000,9,0,0,0,FALSE,Thamserku Trekking
EVER96127,Everest,1996,Spring,1996-04-22,1996-05-09,1996-05-16,"Illness, AMS, exhaustion, or frostbite",8200,6,0,6,0,TRUE,Wilderness Experience
EVER96121,Everest,1996,Spring,1996-04-13,1996-04-29,1996-05-12,Lack (or loss) of supplies or equipment,8300,3,0,5,0,TRUE,Surya Travel
EVER96117,Everest,1996,Spring,1996-04-09,1996-05-20,1996-05-24,"Bad weather (storms, high winds)",7800,7,0,0,0,FALSE,Thamserku Trekking
EVER96126,Everest,1996,Spring,1996-04-17,1996-05-24,1996-05-27,Success (main peak),8850,5,0,0,0,TRUE,Thamserku Trekking
EVER96112,Everest,1996,Spring,1996-04-06,1996-05-25,1996-06-02,Lack (or loss) of supplies or equipment,8500,15,0,0,0,FALSE,None
EVER96122,Everest,1996,Spring,1996-04-13,1996-05-07,1996-05-28,"Bad weather (storms, high winds)",8300,17,1,0,0,TRUE,None
EVER96129,Everest,1996,Spring,1996-05-15,1996-05-19,1996-05-25,"Bad weather (storms, high winds)",7300,2,0,0,0,FALSE,International Trekkers (Intrek Asia)
EVER96110,Everest,1996,Spring,1996-04-05,1996-05-10,1996-05-27,Success (main peak),8850,33,3,13,0,TRUE,Amtrek
EVER96107,Everest,1996,Spring,1996-04-04,1996-05-11,1996-05-18,Success (main peak),8850,16,0,14,0,TRUE,Rolwaling Treks
EVER81302,Everest,1981,Autumn,1981-09-13,1981-10-05,1981-10-12,"Bad weather (storms, high winds)",7770,2,0,2,0,FALSE,NA
EVER81301,Everest,1981,Autumn,1981-08-30,1981-10-21,1981-10-31,Success (main peak),8850,21,0,5,0,TRUE,Mountain Travel
EVER81303,Everest,1981,Autumn,1981-08-28,1981-10-04,NA,"Bad weather (storms, high winds)",6750,19,0,0,0,FALSE,NA
EVER96201,Everest,1996,Summer,1996-07-21,1996-09-25,NA,"Bad weather (storms, high winds)",8300,6,0,4,0,FALSE,Asian Trekking
EVER81101,Everest,1981,Spring,1981-03-03,1981-05-15,1981-06-01,"Bad weather (storms, high winds)",8550,28,0,13,0,TRUE,NA
EVER81102,Everest,1981,Spring,1981-03-25,1981-05-20,1981-05-24,"Illness, AMS, exhaustion, or frostbite",8750,20,0,23,0,TRUE,NA
EVER96306,Everest,1996,Autumn,1996-08-30,1996-10-03,1996-10-12,"Bad conditions (deep snow, avalanching, falling ice, or rock)",7900,9,1,4,0,FALSE,Thamserku Trekking/Khumbi-ila Mt. & Trekking
EVER80402,Everest,1980,Winter,1980-12-06,1981-01-17,1981-01-30,"Bad weather (storms, high winds)",7300,11,0,0,0,FALSE,NA
EVER89315,Everest,1989,Autumn,1989-08-25,1989-10-21,1989-10-30,"Bad conditions (deep snow, avalanching, falling ice, or rock)",8200,9,0,0,0,FALSE,None
EVER80301,Everest,1980,Autumn,1980-08-27,1980-10-14,1980-10-19,"Bad weather (storms, high winds)",8763,52,1,25,1,TRUE,NA
EVER80201,Everest,1980,Summer,1980-07-04,1980-08-20,1980-08-29,Success (main peak),8850,2,0,0,0,FALSE,NA
EVER80102,Everest,1980,Spring,1980-03-25,1980-05-19,1980-05-24,Success (main peak),8850,16,0,0,0,TRUE,NA
EVER80101,Everest,1980,Spring,1980-03-20,1980-05-14,1980-05-21,Success (main peak),8850,12,0,35,0,TRUE,NA
EVER80401,Everest,1980,Winter,1980-11-27,1981-01-27,1981-02-01,"Bad weather (storms, high winds)",8000,17,1,20,0,TRUE,NA
EVER80103,Everest,1980,Spring,1980-03-05,1980-05-03,NA,Success (main peak),8850,27,1,22,0,TRUE,NA
EVER96302,Everest,1996,Autumn,1996-08-22,1996-10-11,1996-10-12,Success (main peak),8850,9,0,9,1,TRUE,Sarang San Treks
EVER96303,Everest,1996,Autumn,1996-08-27,1996-10-03,1996-10-13,"Bad conditions (deep snow, avalanching, falling ice, or rock)",7900,10,0,8,0,FALSE,Thamserku Trekking
EVER96304,Everest,1996,Autumn,1996-08-28,1996-09-21,1996-10-11,"Bad conditions (deep snow, avalanching, falling ice, or rock)",7800,2,0,2,1,FALSE,Cosmo Treks
EVER96301,Everest,1996,Autumn,1996-08-20,1996-09-26,1996-09-30,Success (main peak),8850,2,0,5,0,TRUE,Himalayan Sherpa Adventure
EVER96307,Everest,1996,Autumn,1996-09-05,1996-09-24,1996-10-23,"Bad weather (storms, high winds)",7300,6,0,0,0,FALSE,Himalaya Expeditions
EVER96308,Everest,1996,Autumn,1996-09-13,1996-09-23,1996-09-29,Other,6400,3,0,2,0,FALSE,Asian Trekking
EVER96305,Everest,1996,Autumn,1996-08-29,1996-09-20,1996-10-12,"Bad weather (storms, high winds)",8200,15,0,2,0,TRUE,Trekking International
EVER80104,Everest,1980,Spring,NA,NA,NA,Did not attempt climb,NA,18,0,0,0,FALSE,NA
EVER82303,Everest,1982,Autumn,1982-08-16,1982-10-07,1982-10-17,"Bad weather (storms, high winds)",7850,17,0,4,0,TRUE,NA
EVER82301,Everest,1982,Autumn,1982-08-11,1982-10-14,1982-10-21,Accident (death or serious injury),8500,17,0,20,2,TRUE,NA
EVER82302,Everest,1982,Autumn,1982-08-16,1982-10-05,NA,Success (main peak),8850,22,1,29,3,TRUE,NA
EVER79101,Everest,1979,Spring,1979-03-28,1979-05-13,1979-05-21,Success (main peak),8850,31,0,20,1,TRUE,NA
EVER79302,Everest,1979,Autumn,1979-09-26,1979-10-12,NA,Accident (death or serious injury),6800,9,0,10,3,FALSE,NA
EVER79301,Everest,1979,Autumn,1979-08-25,1979-10-01,NA,Success (main peak),8850,9,2,20,0,TRUE,NA
EVER79401,Everest,1979,Winter,1979-12-31,1980-02-17,1980-02-20,Success (main peak),8850,20,0,6,0,TRUE,NA
EVER78301,Everest,1978,Autumn,1978-09-03,1978-10-14,NA,Success (main peak),8850,21,0,10,0,TRUE,NA
EVER77101,Everest,1977,Spring,1977-03-14,1977-05-14,NA,"Bad weather (storms, high winds)",8000,8,0,0,0,TRUE,NA
EVER77301,Everest,1977,Autumn,1977-08-09,1977-09-15,NA,Success (main peak),8850,19,0,50,0,TRUE,NA
EVER76301,Everest,1976,Autumn,1976-08-26,1976-10-08,1976-10-13,Success (main peak),8850,19,0,23,0,TRUE,NA
EVER76101,Everest,1976,Spring,1976-03-24,1976-05-16,NA,Success (main peak),8850,34,1,25,0,TRUE,NA
EVER97102,Everest,1997,Spring,1997-03-21,1997-05-24,1997-05-27,Success (main peak),8850,22,0,4,0,TRUE,Asian Trekking
EVER97108,Everest,1997,Spring,1997-04-05,1997-05-02,1997-05-24,Success (main peak),8850,27,3,0,0,TRUE,Asian Trekking
EVER97116,Everest,1997,Spring,1997-04-13,1997-05-08,NA,Accident (death or serious injury),8560,1,1,0,0,FALSE,Asian Trekking
EVER97117,Everest,1997,Spring,1997-04-13,1997-05-21,1997-05-24,Lack (or loss) of supplies or equipment,8100,7,0,0,0,FALSE,Asian Trekking
EVER97114,Everest,1997,Spring,1997-04-09,1997-05-08,1997-05-12,Success (main peak),8850,5,0,2,0,TRUE,Thamserku Trekking
EVER97110,Everest,1997,Spring,1997-04-06,1997-05-29,NA,Success (main peak),8850,18,0,11,0,TRUE,Asian Trekking
EVER97124,Everest,1997,Spring,1997-04-19,1997-05-22,1997-05-30,Success (main peak),8850,20,0,5,0,TRUE,Everest Trekking
EVER97103,Everest,1997,Spring,1997-03-25,1997-05-08,1997-05-12,"Illness, AMS, exhaustion, or frostbite",8600,10,0,12,0,TRUE,Asian Trekking
